Land;Name;Disziplin;Kategorie;Jahr;Ort;Geschlecht;Link
CYP;Anninos Marcoullides;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
GAB;Antoine Boussombo;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
JAM;Astia Walker;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
TTO;Ato Boldon;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
JAM;Beverly McDonald;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
ARG;Carlos Gats;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
AUS;Cathy Freeman;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
BAH;Chandra Sturrup;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
GBR;Christian Malcolm;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
NAM;Christie van Wyk;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
JAM;Christopher Williams;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
BRA;Claudinei da Silva;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
USA;Coby Miller;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
CAY;Cydonie Mothersille;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
GBR;Darren Campbell;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
AUS;Darryl Wohlsen;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
BAH;Debbie Ferguson;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
LES;Lineo Shoai;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
BAH;Dominic Demeritte;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
JAM;Dwight Thomas;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
GRE;Ekaterini Koffa;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
KEN;Ezra Kenyoke Sambu;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
NGR;Fatima Yusuf-Olukoju;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
COL;Felipa Palacios;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
USA;Floyd Heard;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
NGR;Francis Obikwelu;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
NOR;Geir Moen;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
KAZ;Gennadiy Chernovol;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
ISR;Gidon Yablonka;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
YEM;Hana Ali Salah;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
ANT;Heather Samuel;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
URU;Heber Viera;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
GHA;Hellena Wrappah;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
RUS;Irina Khabarova;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
BIZ;Jayson Jones;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
COL;Jimmy Pino;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
BAR;Joanne Durant;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
FIN;Johanna Manninen;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
USA;John Capel, Jr.;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
NOR;John Ertzgaard;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
GBR;Joice Maduaka;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
CMR;Joseph Batangdon;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
GUI;Joseph Loua;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
TTO;Julian Raeburn;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
JAM;Juliet Campbell;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
AUS;Karin Mayr;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
IVB;Keita Cline;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
SKN;Kim Collins;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
JPN;Koji Ito;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
GRE;Konstantinos Kenteris;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
AUS;Lauren Hewitt;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
CMR;Leonie Mani;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
CHN;Liu Xiaomei;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
CIV;Louise Ayetotche;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
UZB;Lyubov Perepelova;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
ITA;Manuela Levorato;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
PAK;Maqsood Ahmad;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
POL;Marcin Urbaś;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
SVK;Marián Vanderka;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
RUS;Marina Trandenkova;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
USA;Marion Jones;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
GBR;Marlon Devonish;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
AUS;Martin Lachkovics;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
NGR;Mary Onyali-Omagbemi;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
AUS;Matt Shirvington;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
AUS;Melinda Gainsford-Taylor;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
NGR;Mercy Nku;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
YUG;Mila Savić;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
SUI;Mireille Donders;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
OMA;Mohamed Al Hooti;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
BAN;Mohammad Mahabub Alam;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
GHA;Monica Afia Twum;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
BUL;Monika Gachevska;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
FRA;Muriel Hurtis;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
ANT;N'Kosie Barnes;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
CHA;Kaltouma Nadjina;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
USA;Nanceen Perry;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
BAR;Obadele Thompson;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
UKR;Olena Pastushenko;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
SEN;Oumar Loum;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
RUS;Oxana Ekk;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
BEN;Pascal Dangbo;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
AUS;Patrick Johnson;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
IRL;Paul Brizzell;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
BAH;Pauline Davis-Thompson;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
BUL;Petko Yankov;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
CAN;Pierre Browne;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
CHN;Qin Wangping;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
BAH;Renward Wells;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
CHI;Ricardo Roach;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
JAM;Ricardo Williams;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
GER;Sabrina Mulrain;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
KSR;Salem M. M. Al Yami;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
GBR;Samantha Davies;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
IRL;Sarah Reilly;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
LBR;Sayon Cooper;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
DMA;Sherwin James;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
JPN;Shingo Suetsugu;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
MRI;Stéphan Buckland;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
SRI;Susanthika Jayasinghe;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
GHA;Tanko Braimah;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
FIN;Tommi Hartonen;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
USA;Torri Edwards;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
NGR;Uchenna Emedolu;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
SKN;Valma Bass;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
ESP;Venancio Jose;200-Meter-Lauf;Sprint;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_200_metres
UKR;Zhanna Pintusevych;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
UKR;Zhanna Pintusevych;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
POL;Zuzanna Radecka;200-Meter-Lauf;Sprint;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_200_metres
AZE;Aida İsayeva;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
LAT;Aigars Fadejevs;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
ITA;Alessandro Gandellini;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
ROU;Ana Maria Groza;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
GER;Andreas Erm;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
BLR;Andrey Makarov;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
HUN;Anikó Szebenszky;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
LAT;Anita Liepiņa;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ITA;Annarita Sidoti;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
FRA;Anthony Gillet;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
BLR;Artur Meleshkevich;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
CAN;Arturo Huerta;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
GRE;Athina Papayianni;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ALG;Bahia Boussad;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
GER;Beate Gummelt;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
MEX;Bernardo Segura;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
USA;Chen Yueling;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ROM;Costică Bălan;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
JPN;Daisuke Ikeshima;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
MEX;Daniel García;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
KEN;David Kimutai;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
ESP;David Márquez;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
USA;Debbi Lawrence;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
AUS;Dion Russell;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
MDA;Efim Motpan;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
ITA;Elisabetta Perrone;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ESP;Encarna Granados;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ITA;Erica Alfridi;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ESP;Eva Pérez;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
FRA;Fatiha Ouali;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
BOL;Geovana Irusta;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
IRL;Gillian O'Sullivan;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
ITA;Giovanni De Benedictis;20-km-Gehen;Gehen;2000;Syndey;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_20_kilometres_walk
MEX;Graciela Mendoza;20-km-Gehen;Gehen;2000;Syndey;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_20_kilometres_walk
