"1","2","3","4","Game"
"7","6","Alenka Bikar","Slovenia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.58"
"8","2","Natallia Safronnikava","Belarus","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.59"
"1","4","Allyson Felix","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.60"
"2","3","Abi Oyepitan","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.61"
"3","6","Maryna Maydanova","Ukraine","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.62"
"4","5","Christine Arron","France","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.63"
"5","2","Fabienne Feraez","Benin","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.64"
"6","1","Yelena Bolsun","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.65"
"7","8","Marilia Gregoriou","Cyprus","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.66"
"8","7","Mary Onyali-Omagbemi","Nigeria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.67"
"1","4","Cydonie Mothersille","Cayman Islands","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.68"
"2","3","Ivet Lalova","Bulgaria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.69"
"3","5","Beverly McDonald","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.70"
"4","6","Merlene Ottey","Slovenia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.71"
"5","8","Joice Maduaka","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.72"
"6","7","Anna Pacholak","Poland","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.73"
"7","1","Yekaterina Kondratyeva","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.74"
"8","2","Lauren Hewitt","Australia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.75"
"1","3","Allyson Felix","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.76"
"2","5","Abi Oyepitan","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.77"
"3","4","Ivet Lalova","Bulgaria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.78"
"4","6","Muna Lee","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.79"
"5","8","Maryna Maydanova","Ukraine","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.80"
"6","1","Beverly McDonald","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.81"
"7","2","Christine Arron","France","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.82"
NA,"7","Merlene Ottey","Slovenia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.83"
"1","5","Veronica Campbell","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.84"
"2","6","Aleen Bailey","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.85"
"3","2","Kim Gevaert","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.86"
"4","4","Debbie Ferguson","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.87"
"5","3","Cydonie Mothersille","Cayman Islands","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.88"
"6","8","La Shauntea Moore","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.89"
"7","1","Sylviane Félix","France","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.90"
"8","7","Olga Kaidantzi","Greece","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.91"
"01 !","4","Veronica Campbell","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.92"
"02 !","3","Allyson Felix","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.93"
"03 !","8","Debbie Ferguson","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.94"
"4","6","Aleen Bailey","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.95"
"5","2","Ivet Lalova","Bulgaria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.96"
"6","1","Kim Gevaert","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.97"
"7","7","Muna Lee","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.98"
"7","5","Abi Oyepitan","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_200_metres.99"
"1","8","Ana Guevara","Mexico","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.1"
"2","5","Lee McConnell","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.2"
"3","4","Grażyna Prokopek","Poland","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.3"
"4","7","Fatou Bintou Fall","Senegal","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.4"
"5","2","Hortense Bewouda","Cameroon","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.5"
"6","6","Oksana Luneva","Kyrgyzstan","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.6"
"7","3","Ruwida El-Hubti","Libya","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.7"
"1","4","Monique Hennagan","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.8"
"2","8","Mariyana Dimitrova","Bulgaria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.9"
"3","7","Kaltouma Nadjina","Chad","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.10"
"4","3","Nadia Davy","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.11"
"5","2","Maria Laura Almirão","Brazil","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.12"
"6","6","Kirsi Mykkänen","Finland","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.13"
"7","5","Bo Fanfang","China","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.14"
"1","3","Natalya Nazarova","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.15"
"2","7","Donna Fraser","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.16"
"3","2","Hazel-Ann Regis","Grenada","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.17"
"4","5","Estie Wittstock","South Africa","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.18"
"5","6","Amy Mbacke Thiam","Senegal","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.19"
"6","8","Amantle Montsho","Botswana","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.20"
"7","4","Zamira Amirova","Uzbekistan","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.21"
"1","7","Natalya Antyukh","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.22"
"2","5","DeeDee Trotter","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.23"
"3","6","Novlene Williams","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.24"
"4","3","Aliann Pompey","Guyana","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.25"
"5","8","Egle Uljas","Estonia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.26"
"6","2","Svetlana Bodritskaya","Kazakhstan","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.27"
"7","4","Shifana Ali","Maldives","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.28"
"1","8","Tonique Williams-Darling","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.29"
"2","5","Sviatlana Usovich","Belarus","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.30"
"3","3","Antonina Yefremova","Ukraine","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.31"
"4","2","Mireille Nguimgo","Cameroon","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.32"
"5","4","Allison Beckford","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.33"
"6","7","Sandrine Thiébaud-Kangni","Togo","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.34"
"7","6","Damayanthi Dharsha","Sri Lanka","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.35"
"1","2","Sanya Richards","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.36"
"2","3","Christine Amertil","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.37"
"3","7","Christine Ohurougu","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.38"
"4","8","Tiandra Ponteen","Saint Kitts and Nevis","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.39"
"5","4","Geisa Coutinho","Brazil","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.40"
"6","5","Makelesi Bulikiobo","Fiji","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.41"
"7","6","Salamtou Hassane","Niger","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.42"
"1","4","Ana Guevara","Mexico","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.43"
"2","3","Christine Amertil","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.44"
"3","5","Sanya Richards","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.45"
"4","1","Christine Ohurougu","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.46"
"5","2","Tiandra Ponteen","Saint Kitts and Nevis","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.47"
"6","6","Sviatlana Usovich","Belarus","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.48"
"7","7","Hazel-Ann Regis","Grenada","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.49"
"8","8","Egle Uljas","Estonia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.50"
"1","4","Tonique Williams-Darling","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.51"
"2","5","DeeDee Trotter","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.52"
"3","3","Natalya Nazarova","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.53"
"4","1","Fatou Bintou Fall","Senegal","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.54"
"5","8","Kaltouma Nadjina","Chad","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.55"
"6","2","Estie Wittstock","South Africa","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.56"
"7","6","Donna Fraser","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.57"
"8","7","Grażyna Prokopek","Poland","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.58"
"1","5","Monique Hennagan","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.59"
"2","4","Natalya Antyukh","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.60"
"3","1","Novlene Williams","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.61"
"4","6","Mariyana Dimitrova","Bulgaria","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.62"
"5","7","Aliann Pompey","Guyana","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.63"
"6","2","Antonina Yefremova","Ukraine","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.64"
"7","8","Mireille Nguimgo","Cameroon","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.65"
"8","3","Lee McConnell","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.66"
"01 !","4","Tonique Williams-Darling","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2004_Summer_Olympics./wiki/Athletics_at_the_2004_Summer_Olympics_%E2%80%93_Women%27s_400_metres.67"
