"Rank","Athlete","City","year","Discipline"
"","Tero JARVENPAA
                
                    
                    FIN","beijing","2008","javelin-throw-men"
"","Vitezslav VESELY
                
                    
                    CZE","beijing","2008","javelin-throw-men"
"","Scott RUSSELL
                
                    
                    CAN","beijing","2008","javelin-throw-men"
"","Ainars KOVALS
                
                    
                    LAT","beijing","2008","javelin-throw-men"
"","Uladzimir KAZLOU
                
                    
                    BLR","beijing","2008","javelin-throw-men"
"","Andreas THORKILDSEN
                
                    
                    NOR","beijing","2008","javelin-throw-men"
"","Teemu WIRKKALA
                
                    
                    FIN","beijing","2008","javelin-throw-men"
"","Jarrod BANNISTER
                
                    
                    AUS","beijing","2008","javelin-throw-men"
"","Magnus ARVIDSSON
                
                    
                    SWE","beijing","2008","javelin-throw-men"
"","Eriks RAGS
                
                    
                    LAT","beijing","2008","javelin-throw-men"
"","Aleksandr IVANOV
                
                    
                    RUS","beijing","2008","javelin-throw-men"
"","Yukifumi MURAKAMI
                
                    
                    JPN","beijing","2008","javelin-throw-men"
"","Igor JANIK
                
                    
                    POL","beijing","2008","javelin-throw-men"
"","Jae Myong PARK
                
                    
                    KOR","beijing","2008","javelin-throw-men"
"","Leigh SMITH
                
                    
                    USA","beijing","2008","javelin-throw-men"
"","Robert OOSTHUIZEN
                
                    
                    RSA","beijing","2008","javelin-throw-men"
"","Stuart FARQUHAR
                
                    
                    NZL","beijing","2008","javelin-throw-men"
"","Mihkel KUKK
                
                    
                    EST","beijing","2008","javelin-throw-men"
"","Breaux GREER
                
                    
                    USA","beijing","2008","javelin-throw-men"
"","Qi CHEN
                
                    
                    CHN","beijing","2008","javelin-throw-men"
"","Ignacio GUERRA
                
                    
                    CHI","beijing","2008","javelin-throw-men"
"","Mike HAZLE
                
                    
                    USA","beijing","2008","javelin-throw-men"
"","Sergey MAKAROV
                
                    
                    RUS","beijing","2008","javelin-throw-men"
"","Ioannis-Yeoryios SMALIOS
                
                    
                    GRE","beijing","2008","javelin-throw-men"
"","Anier BOUE
                
                    
                    CUB","beijing","2008","javelin-throw-men"
"","Roman AVRAMENKO
                
                    
                    UKR","beijing","2008","javelin-throw-men"
"","Victor FATECHA
                
                    
                    PAR","beijing","2008","javelin-throw-men"
"","Matija KRANJC
                
                    
                    SLO","beijing","2008","javelin-throw-men"
"","Stephan STEDING
                
                    
                    GER","beijing","2008","javelin-throw-men"
"","Bobur SHOKIRJONOV
                
                    
                    UZB","beijing","2008","javelin-throw-men"
"","Pablo PIETROBELLI
                
                    
                    ARG","beijing","2008","javelin-throw-men"
"","Alexander VIEWEG
                
                    
                    GER","beijing","2008","javelin-throw-men"
"","Kolyo NESHEV
                
                    
                    BUL","beijing","2008","javelin-throw-men"
